@relation xor

@attribute x.1 numeric
@attribute x.2 numeric
@attribute classes {1,2}

@data
0.110952,-0.88889,1
0.222487,0.574684,2
0.269045,-0.83064,1
0.563266,0.992906,2
0.333762,0.744322,2
-0.382466,0.04144,1
0.112268,0.943797,2
0.673504,-0.174899,1
-0.770939,0.351101,1
0.623226,-0.473216,1
-0.527745,0.218107,1
0.672656,0.479249,2
0.507557,0.560403,2
0.108947,0.758153,2
0.622647,-0.203583,1
-0.512777,-0.080203,2
-0.492682,0.382984,1
-0.312194,0.289685,1
0.036216,-0.889123,1
-0.658412,0.688893,1
-0.973843,0.02742,1
0.239357,0.404547,2
0.759216,0.223805,2
-0.336474,0.186989,1
-0.242847,-0.605361,2
-0.169874,0.456361,1
-0.355416,-0.192311,2
0.806434,0.061468,2
-0.374429,-0.949222,2
-0.782825,-0.404431,2
-0.352811,0.286148,1
0.798065,-0.245345,1
0.823562,0.446587,2
0.08903,-0.491241,1
0.739949,0.671259,2
0.18473,0.020734,2
-0.05842,0.230504,1
0.702588,0.439598,2
0.7804,0.98188,2
0.551536,-0.08393,1
0.17134,-0.211498,1
-0.290111,-0.301256,2
-0.637195,0.11855,1
0.497676,0.021455,2
-0.264201,-0.420398,2
-0.624617,0.446679,1
0.447561,0.51603,2
0.020872,-0.497031,1
-0.984037,0.363352,1
-0.292815,-0.415123,2
0.15568,0.579989,2
0.842038,-0.188311,1
-0.2328,-0.27717,2
0.9338,0.33747,2
0.881359,-0.342233,1
0.216031,-0.634917,1
0.984196,-0.299105,1
-0.41103,-0.061159,2
0.311725,-0.325666,1
0.459984,0.617989,2
0.843099,0.691259,2
-0.498147,0.753469,1
0.492327,-0.389205,1
0.372733,-0.892729,1
-0.687584,-0.118854,2
-0.640904,0.665477,1
0.936144,-0.070947,1
-0.503787,-0.100215,2
0.807668,-0.635735,1
-0.882469,-0.675368,2
-0.520405,-0.62236,2
-0.820487,-0.365537,2
-0.63361,0.366049,1
0.941019,-0.631939,1
0.817841,-0.781049,1
0.914312,0.902148,2
0.784424,0.660329,2
-0.276618,-0.374454,2
-0.231145,-0.599717,2
0.859281,0.744012,2
-0.195852,-0.382633,2
0.047383,-0.671957,1
-0.757124,-0.428122,2
-0.174104,0.682147,1
0.181476,-0.869601,1
-0.932121,0.236106,1
0.073587,0.232154,2
0.394373,0.453806,2
-0.237116,-0.966821,2
-0.246858,-0.18453,2
0.815727,-0.195306,1
-0.716367,-0.508306,2
0.344601,0.17867,2
0.304087,-0.118577,1
-0.402443,-0.783517,2
0.390736,0.585407,2
0.578393,0.710448,2
-0.882651,-0.223027,2
-0.224832,-0.140519,2
0.909499,0.516035,2
-0.245125,-0.028183,2
0.340714,-0.148361,1
-0.994146,0.651168,1
0.402016,-0.404352,1
0.123709,-0.570159,1
-0.422134,0.361221,1
-0.226459,0.409967,1
-0.566131,0.967587,1
-0.246225,0.715985,1
0.499907,-0.970262,1
0.203929,-0.542106,1
0.238437,0.365325,2
-0.455074,0.809336,1
0.445622,-0.99252,1
0.556511,-0.474597,1
-0.60289,-0.346257,2
0.264273,-0.911722,1
-0.354821,-0.910832,2
0.737147,0.090527,2
0.861628,-0.98912,1
-0.268657,0.327283,1
-0.052079,-0.785469,2
-0.865268,-0.702907,2
0.586547,-0.721361,1
-0.591938,0.017257,1
0.792663,0.516443,2
0.957061,0.390375,2
0.259506,-0.987861,1
0.477417,-0.469964,1
-0.637951,0.155722,1
0.170703,0.318931,2
0.434874,-0.95379,1
-0.113664,0.402382,1
0.596603,-0.672325,1
-0.938195,-0.514747,2
0.723648,0.631814,2
-0.052498,-0.366778,2
0.06283,0.034739,2
-0.072662,0.751291,1
-0.528885,-0.167974,2
-0.518844,0.91036,1
0.939978,-0.850963,1
-0.343036,-0.929913,2
-0.854318,0.465701,1
0.460689,-0.525716,1
-0.136618,0.401317,1
0.793268,-0.351094,1
0.02812,-0.74191,1
-0.967566,-0.893573,2
0.571394,-0.091946,1
0.570803,-0.496918,1
0.963848,0.459872,2
0.690792,0.680193,2
-0.048195,0.320641,1
-0.251531,0.817856,1
0.68536,0.23263,2
0.061481,0.989909,2
0.495203,-0.599597,1
0.099946,-0.017759,1
0.684075,-0.716386,1
0.560166,0.536143,2
-0.158871,-0.793298,2
0.185349,-0.418563,1
-0.92475,0.452696,1
0.351173,-0.943235,1
0.664099,-0.578581,1
0.97,-0.513277,1
0.182187,0.373297,2
0.404917,0.147079,2
0.360164,0.593978,2
-0.896933,-0.919386,2
-0.785906,-0.632849,2
-0.429801,0.933612,1
0.059695,0.899981,2
0.523896,0.065128,2
0.287383,-0.851454,1
-0.383032,-0.283406,2
-0.683186,-0.498964,2
0.761192,0.252508,2
0.45153,0.075841,2
0.110782,-0.913532,1
0.295292,-0.549065,1
-0.763293,0.022644,1
-0.97873,-0.219752,2
-0.033655,-0.739166,2
0.145097,-0.109311,1
0.497522,-0.584873,1
-0.894097,-0.863512,2
-0.6769,-0.697412,2
-0.20409,0.03491,1
0.984622,0.409866,2
-0.119861,0.827822,1
-0.105093,-0.467773,2
-0.747137,0.457268,1
-0.949168,-0.122558,2
0.304312,-0.196494,1
0.007495,-0.800421,1
-0.944656,0.280973,1
0.682498,-0.513674,1
0.547592,-0.796208,1
0.986899,0.094859,2
0.586332,-0.109624,1
0.027038,-0.811983,1
-0.970178,-0.488756,2
-0.537851,0.209341,1
0.958632,-0.066526,1
-0.740804,0.046402,1
0.993366,-0.408792,1
-0.45563,0.922413,1
-0.535082,-0.518487,2
0.096047,-0.808638,1
0.81649,0.706605,2
0.30989,-0.917498,1
0.395836,0.153542,2
-0.348094,0.225435,1
0.55311,-0.335323,1
0.035299,-0.393517,1
-0.205878,0.271542,1
-0.761497,0.607565,1
0.511348,0.496481,2
0.892245,0.957665,2
0.228986,0.315979,2
0.022343,0.874138,2
-0.158571,-0.338193,2
-0.419758,0.980915,1
0.397161,0.760795,2
0.584077,0.822584,2
0.080337,-0.917112,1
-0.71768,0.387107,1
-0.910525,0.369889,1
0.484803,0.159366,2
0.11408,0.381116,2
0.820939,0.541015,2
0.226987,-0.50367,1
0.598839,0.828827,2
0.124252,0.912776,2
0.093849,0.069531,2
0.077551,-0.737408,1
0.399633,-0.569899,1
-0.202734,-0.982548,2
0.988289,-0.714972,1
0.451993,-0.682523,1
0.531299,-0.417124,1
