@relation ringnorm

@attribute x.1 numeric
@attribute x.2 numeric
@attribute classes {1,2}

@data
2.110228,0.967994,2
-3.283164,0.316488,1
1.536682,1.298289,2
-2.70269,-0.666602,1
-1.945893,2.288082,1
-0.967264,1.584472,2
0.76829,-0.03739,2
1.240599,0.396756,2
-2.644709,-1.070955,1
-0.653108,1.043921,2
0.84172,0.646936,1
-2.210662,0.23602,2
-0.825271,-1.398101,1
-0.56615,0.710787,2
-3.424766,0.025158,1
1.566984,1.727759,2
0.750221,1.2949,2
-0.430306,-0.141429,1
0.992897,0.155572,2
0.184769,-0.006716,2
1.729566,0.741922,2
-0.958485,-4.770643,1
-1.696752,-0.594942,1
2.390963,2.060093,1
0.489816,2.772156,2
0.1194,-1.574374,1
0.842741,1.004217,2
1.504579,-0.381525,2
0.77477,-3.023437,1
-0.88172,-0.225038,2
-1.219781,0.701071,2
-0.246535,0.801939,2
0.838382,1.543361,2
2.091604,-1.44,1
-2.426087,-2.105279,1
3.025904,0.806335,1
1.846666,0.431476,1
-0.362913,-1.696041,1
1.770537,4.438113,1
0.679914,1.388968,2
3.376502,-0.274072,1
1.426983,-0.40903,1
0.299983,3.004375,1
1.535018,0.976233,1
-3.375979,-1.08819,1
0.397291,-0.746929,1
1.219048,0.148929,1
0.060094,0.482713,2
2.25529,-1.756982,1
1.730663,-1.714712,1
2.519268,-0.013537,2
1.488786,1.05966,2
-2.090528,-0.711316,1
0.941964,0.946333,2
-0.303212,2.754167,1
-2.634453,-0.637366,1
0.605938,-0.246101,2
1.207558,1.143484,2
0.116885,1.961845,2
-2.287125,-0.664148,1
-0.446421,0.007176,2
0.627065,1.029778,2
0.825323,2.364622,2
0.205514,-0.384523,1
-1.59075,-3.910061,1
-0.126347,0.295836,2
1.380065,0.088658,2
-0.011961,0.917132,2
-3.130618,-1.51732,1
1.719997,3.341947,1
-2.700408,-1.916948,1
1.944126,-0.13633,1
-0.386622,3.456261,1
-1.301164,-0.791319,1
0.31902,1.246797,1
-0.602117,-3.296044,1
-1.549295,1.242263,1
2.470067,-1.073648,1
0.796445,-0.343999,2
1.572616,0.414388,1
-2.28822,-0.202874,1
-1.279369,-1.675232,1
0.413518,2.151318,2
-0.723301,2.731047,2
0.640351,0.432085,1
2.51322,1.056669,1
-3.444174,-1.464485,1
2.180656,-0.778004,2
-0.831512,1.150888,2
3.674401,0.478262,2
0.576497,0.383972,2
0.770793,1.053067,2
1.494605,-1.679758,1
2.70863,1.74859,2
-0.311939,0.78749,2
-0.096582,1.112625,2
-0.937218,-0.0741,2
-0.068806,-2.113744,1
0.199303,-2.020937,1
2.275552,1.127268,2
1.633628,0.83233,2
-1.048331,1.100475,1
-1.709777,1.686725,1
-1.155189,1.810429,1
1.508358,1.156706,2
0.27867,2.194496,2
1.819419,0.646782,2
0.898614,1.195891,2
-1.575094,-0.009442,1
-2.385431,-0.724185,1
0.975623,-3.799207,1
0.300817,-0.189478,2
-0.220128,0.471045,1
-3.657595,-0.369525,1
2.788384,-0.405337,1
3.949061,-0.322806,1
0.342747,1.696448,1
-0.05684,0.352059,2
0.300077,1.826666,2
0.458499,0.419794,1
0.723813,1.344237,2
-0.332925,1.06467,2
2.484362,2.669139,1
4.076917,-3.23123,1
2.32945,2.614608,1
-1.265067,-1.306712,1
1.913221,0.20926,1
0.416625,0.383018,2
1.66895,-1.492078,1
-0.366077,1.012445,2
-0.409778,0.263679,2
2.73846,1.11599,2
-1.376453,2.355609,1
1.580538,2.246065,2
0.328717,-2.054177,1
-1.972961,-2.428753,1
-0.822732,1.815013,2
1.709087,-0.931067,2
-0.052065,0.164387,2
4.184891,-0.675183,1
0.436583,2.316852,2
2.048559,1.182736,1
-3.971851,-0.397654,1
-0.770963,2.190904,2
0.212596,-0.391027,2
3.835548,-0.089124,1
0.834938,3.55176,1
-1.732012,1.356994,2
-1.718945,-1.842849,1
1.682024,0.64736,2
0.947775,0.694078,2
1.447467,0.183201,2
2.996349,0.325502,1
-1.041079,1.993314,2
0.08889,2.033769,1
-0.633191,0.236804,2
2.025616,1.11252,2
-2.614885,-1.844175,1
1.058164,-3.786571,1
-3.767882,-2.777248,1
1.903247,-1.811371,1
2.118413,1.072112,1
0.035777,4.054158,1
1.358795,-0.43738,2
1.795586,2.831234,2
0.828633,-0.817274,2
0.376716,1.457476,2
1.998812,1.687093,2
1.054029,1.852419,2
-3.127396,-1.699065,1
-0.095302,-1.058653,2
-2.554543,2.628121,1
-1.060975,0.492063,2
-1.943435,-1.262815,1
-1.210204,-0.59285,1
-1.038177,0.642998,1
-0.979616,2.902101,1
-0.130163,-0.098852,2
1.344523,0.099103,2
-1.187867,-4.165334,1
-1.95122,2.420524,1
1.918808,-2.136244,1
-1.393873,2.211125,1
0.66576,1.467894,2
-0.500018,0.758755,2
0.105293,-0.736869,2
-4.241127,1.792284,1
1.352917,-0.556228,2
-2.864183,0.021833,1
-4.950344,-0.89789,1
1.357507,-5.970379,1
0.843214,0.641149,1
-0.777876,-3.766357,1
-0.274537,0.954463,2
2.15343,2.387376,2
-0.842022,1.454852,2
-0.287295,-1.960747,1
1.030992,-0.514716,1
-1.182884,-1.644676,1
1.412177,-0.18366,2
0.683533,1.139246,2
0.474861,1.995567,2
-0.943073,-2.256411,1
0.56547,0.580985,2
1.258386,1.635512,2
1.645618,0.290841,2
-0.431946,1.584283,2
0.161093,0.85428,2
0.273291,1.55568,2
-0.790863,-2.629109,1
2.140333,2.276606,2
1.727421,-0.69246,2
-1.141308,-1.771944,1
-0.123217,2.077423,2
2.211925,-0.31845,2
-0.775666,1.273665,1
4.401831,2.202655,1
1.442793,-3.524011,1
1.981876,-0.263727,2
1.549298,1.309311,2
0.062183,0.412989,2
-1.196043,-3.971149,1
-0.422461,0.644389,2
2.168208,-0.719536,1
1.350558,1.529912,2
-0.044635,0.046647,2
0.162627,1.344482,1
-0.860379,-1.365505,1
-0.769727,2.018123,2
0.269847,-3.910199,1
-0.322762,2.184628,2
1.100133,3.567291,1
-2.651386,0.18833,1
-3.708202,0.689194,1
3.711099,0.731933,1
-1.599341,-2.903952,1
2.351498,1.410147,1
2.494883,2.193232,1
0.43534,0.089912,2
-1.701921,-5.466347,1
1.305633,-1.174554,2
0.709323,-0.57059,1
-0.055692,-0.928316,1
1.205893,-0.331855,2
0.93119,-1.450013,2
-1.997899,2.859313,1
2.419372,1.210293,2
-2.3836,-3.459556,1
1.027885,0.056635,2
