@relation circle

@attribute x.1 numeric
@attribute x.2 numeric
@attribute classes {1,2}

@data
0.63391,-0.760429,2
0.047726,0.370523,1
-0.869322,-0.783792,2
0.095023,-0.26424,1
-0.378675,-0.894534,2
-0.568689,0.22225,1
0.670669,-0.630271,2
0.666008,0.011793,1
-0.919642,0.72636,2
-0.527337,-0.588549,1
-0.679698,0.493477,2
0.126508,-0.580899,1
-0.767821,-0.145508,1
0.018772,0.977136,2
-0.310097,-0.604664,1
-0.026616,-0.967233,2
-0.337166,0.089301,1
0.249632,0.466694,1
-0.228478,-0.964245,2
-0.243624,-0.319673,1
-0.217605,-0.779386,2
-0.441554,0.191125,1
0.483939,-0.92949,2
-0.582474,0.822155,2
0.139754,0.379341,1
-0.728028,0.526248,2
0.967442,-0.779801,2
-0.683368,-0.683844,2
-0.917083,-0.398325,2
-0.411432,-0.084308,1
-0.666351,-0.030229,1
0.36793,-0.367555,1
0.654135,-0.261403,1
-0.232318,-0.710733,1
0.833374,0.503236,2
-0.809358,0.283474,2
0.264129,0.147531,1
0.624729,-0.97549,2
0.435767,-0.674967,2
0.287056,0.823484,2
-0.465294,-0.990059,2
-0.432954,-0.781799,2
-0.88185,-0.234056,2
-0.116134,0.566882,1
0.328997,0.818355,2
0.732422,-0.846699,2
-0.689755,-0.289163,1
0.704345,-0.513007,2
-0.268534,-0.473901,1
0.422485,-0.790313,2
0.293337,0.842389,2
0.049298,-0.267055,1
-0.975359,-0.411394,2
0.975983,-0.953488,2
0.204345,-0.947155,2
0.079783,0.71561,1
0.369543,-0.633092,1
-0.691198,-0.49886,2
0.966105,0.035662,2
-0.678114,-0.251929,1
0.391189,-0.530717,1
0.696204,-0.932271,2
-0.161108,0.466637,1
0.866693,0.297279,2
-0.554606,-0.43863,1
0.906313,0.821306,2
0.210835,0.994542,2
-0.421113,0.7565,2
0.645227,-0.01684,1
0.716172,-0.71978,2
-0.570206,-0.227347,1
-0.108872,-0.638949,1
0.153859,-0.896164,2
0.774835,-0.644284,2
0.872673,0.127009,2
-0.769991,-0.43557,2
-0.464123,-0.411715,1
-0.94041,0.748859,2
-0.482946,0.815553,2
-0.276586,-0.329064,1
0.163535,0.965966,2
-0.999213,-0.980244,2
-0.526831,-0.185692,1
0.890635,-0.533818,2
-0.221409,0.049312,1
-0.125407,-0.420691,1
-0.032936,0.622047,1
-0.679543,-0.055681,1
0.381066,-0.833512,2
-0.680012,0.834202,2
-0.531947,-0.63781,2
-0.246939,-0.925692,2
0.701665,0.894971,2
-0.894483,-0.687525,2
-0.804118,0.759608,2
-0.792623,0.281597,2
-0.060855,0.881552,2
-0.741247,-0.119581,1
-0.832616,0.577235,2
-0.844336,0.720512,2
0.186618,-0.620273,1
-0.195117,0.60109,1
-0.422496,-0.105486,1
-0.621276,0.267303,1
-0.313789,-0.625551,1
-0.415261,0.729483,2
0.855216,0.230528,2
-0.252742,-0.498312,1
0.671391,-0.511649,2
-0.773591,-0.344306,2
-0.755566,-0.646377,2
-0.444211,0.668499,2
-0.687658,0.757988,2
-0.765599,-0.961346,2
-0.539423,0.272392,1
0.388414,0.084797,1
-0.394002,0.034993,1
0.937628,-0.095344,2
-0.273322,-0.875759,2
-0.637331,-0.162219,1
-0.766937,0.48484,2
-0.916862,-0.458504,2
0.732393,-0.07492,1
-0.243973,-0.327426,1
0.452494,0.575632,1
0.497196,-0.041709,1
-0.497234,-0.284251,1
0.669075,-0.673793,2
